id,topic,text,topic,emotion
1.47E+18,,"""As the Descendent of a Survivor of German Concentration Camps, I Will Not Comply"" -  4 Bristol Myers Employees Release Statement After Suing Company for Refusing Vaccine Religious Exemptions https://t.co/bPyNiJI8kE via @gatewaypundit",,
1.47E+18,,"@Later64539398 @TinaBob17 Doctors and health workers have to stop complying with the Government - the vax is doing so much damage - yet early treatment changes everything - "".. . and would have saved 80% of lives"" and ""You CAN treat Covid"" - says Dr Peter McCullough -https://t.co/PaosZTyLH7",,
1.47E+18,,"Well said,  if you're against Covid vaccination with all the data available now, you're rooting for Covid. https://t.co/dkxlTwtu2j",,
1.47E+18,,"@frasergrichings @g6ens @LBC So you literally believe the vaccines haven't led to any serious side effects or deaths? ""Serious adverse events after COVID-19 vaccination are rare but may occur"" straight from the CDC website. My objection is the ""rare"" part but even they, unlike you, admit it's happening.",,
1.47E+18,,Government accused of weakening UK_Ñés defences against future variants and pandemics https://t.co/JeT29AIrri,,
1.47E+18,,@afneil What happened to you Andrew?  At what point did they get to you to the point that you would encourage - indeed coerce - people who have no clinical need to have a covid vaccine. For shame.,,
1.47E+18,,"I wonder what ""data"" Pfizer are using.... _ªêç_ªêç_ªêµ_ªêµ_ªêô_ªêô https://t.co/NnkgZwlayp",,
1.47E+18,,"@nprpolitics Anyone who dies &lt;28 days after vaccination are called non-Vax deaths.  Automobile accident deaths, gun shots deaths, terminal cancer and heart attacks with Covid count as Covid deaths too. Does NPR factor this into their Data?",,
1.47E+18,,"SenSanders: This is obscene. Last week, 8 investors in Pfizer and Moderna became $10 billion richer as news about the Omicron variant spread. It's time for these pharmaceutical companies to share their vaccines with the world and start controlling their greed. Enough is enough!",,
1.47E+18,,"@BreitbartNews Seriously thinking about coming out with a cancer vaccine and blaming the unvaxxed when it doesn't work.I should be on the short list for CEOs for Pfizer",,
1.47E+18,,Live: All the COVID news you need from across Australia https://t.co/Gp9lcyaSJe https://t.co/djC5YkJtwn,,
1.47E+18,,Kids as young as five on course for COVID vaccinations from January 10 https://t.co/afK7jhlqJH  via @skinnergj,,
1.47E+18,,"Children aged five to 11 will be able to receive the Pfizer COVID-19 jab from next month as Western Australia prepares to reopen to the rest of the country.https://t.co/fecHrSb0v1",,
1.47E+18,,"@Jonesy_Bones @iainankcorn @Simen1sak @afneil No, there have been no long term Covid vaccine trials. Other vaccines were studied, then tested, then after years and years mandated.",,
1.47E+18,,@CraigS2021 Pfizer paid the biggest criminal fine in history at the time (US 2.3 Billion) for _ÑÉfelony marketing of drugs_Ñé _Ñ_ they shouldn_Ñét be in business.,,
1.47E+18,,@paulodonoghue93 Ask why no interest now in the R number.?..if it went below 1 then covid begins to die out....vaccines around 70 % was supposed to be the main measure to do that....so obviously vaccines don't stop transmission...so why vaccine passports ? The big question....,,
1.47E+18,,"@washingtonpost The anti-vax crowd has its share of celebrity doubters, but Covid doesn't care. If you ran off a cliff and didn't believe in gravity, do you truly think it would prevent your fall? The vaccine may be one of the few weapons we have against a deadly airborne virus. RIP EricClapton",,
1.47E+18,,"@TheTodayShow Africa, with a tiny percentage of vaccinated people, is having far greater success against COVID than the United States, Western Europe, and other developed nations. South Africa had just returned covid vaccines to Pfizer, now punished with travel bans.https://t.co/sD3MaONYCh",,
1.47E+18,,"Vaccine hesitant man changed his mind over the Covid-19 vaccines when he ended up in hospital, his anti-vax wife lost the battle with the virus https://t.co/pHeZNRJdgu",,
1.47E+18,,"@BenMaughan4 @JamesMelville No.I'm glad I had a vaccine.I believe it modified the severity of Covid I did get from attending hospital 58 days in a row.I would probably be dead without it.My brothers have managed to travel safely within the guidelines.",,
1.47E+18,,"@SenRonJohnson I have the simple answer: yes.Covid deaths continue to be high because selfish, misinformed people, mostly Republican, refuse to take the vaccine.The tireless work of Dr. Fauci to save us from Ebola, AIDS, and Covid will be remembered far longer than your whimpers ever will.",,
1.47E+18,,"@Yerpyderpdederp @MishaRosenbach @Sheril_ @pfizer @moderna_tx But it is unhealthy to creatures who aren't regularly exposed to it. Such as primates, reptiles, and people. Oil is the same to horseshoe crabs, I truly don't know what's so hard for you to comprehend about that.",,
1.47E+18,,@BerryTartlet @TonyHinton2016 For balance could you share the number of people who have died within 28 days of receiving a Covid vaccine?,,
1.47E+18,,"@Theresa_Chapple If anyone has questions about COVID vaccines and pregnancy, @andrewpekosz @sabraklein1998, and @IrinaBurd are answering questions in a online townhall on Dec. 9th at 8pm ET. Register here: https://t.co/QGDi9RVTII",,
1.47E+18,,"@9NewsAUS Africa, with a tiny percentage of vaccinated people, is having far greater success against COVID than the United States, Western Europe, and other developed nations. South Africa had just returned covid vaccines to Pfizer, now punished with travel bans.https://t.co/sD3MaONYCh",,
1.47E+18,,"@gwlmacdonald @highertable @TheGoldCar @afneil That's not what the data shows.You have 100% of the populationVaccinated = 80.9%Unvaccinated = 19.1%Covid DeathsVaccinated = 80.8%Unvaccinated = 19.2%It's uncannily proportionate based on vaccine. This isn't a blanket numbers game, this is % of total numbers.",,
1.47E+18,,"@InformedNJNurse Exactly. They should be available to all. This is vaccine companies like Pfizer controlling big govt , fda, and suppressing life savingmAbs",,
1.47E+18,,"@DanCrenshawTX @ColumbiaBugle How about no database. Please explain to us all why the fuck there would be a database to begin with? How much did Pfizer pay you for your vote?",,
1.47E+18,,@rodneyedwards I think Rodders the fact that this 'vaccine' kills and I have an immune system that quite easily dealt with Covid is enough for me to be against mandatory vaccination.,,
1.47E+18,,We consider the privacy implications surrounding collection and use of COVID-19 vaccination status information. https://t.co/Yq4Gf5Db75 #COVID19aus #healthcare #Maddocks https://t.co/eAaM1gYjAo,,
1.47E+18,,"#covid_pass #green_pass #covid_mandates #covid19 #forced_vaccination #Greece #jab #corporate_fascismA large crowd gathers at Thessaloniki, Greece, protesting about forced vaccination, child vaccination and covid mandateshttps://t.co/1kMFxGzSO5",,
1.47E+18,,"@stringerbell99 @CherylWideman @Crosby_Nation @basia_porter No, its well below the threshold of random chance. Just as others symptoms like Bell's Palsy from the vaccine. More people get Bell's Palsy ""in the wild"" randomly from viruses than got it from any of the Covid vaccines. That's why it's a non-issue.",,
1.47E+18,,"@RWMaloneMD  Just like I said months ago. More vaccinated are getting and spreading covid19 a day than the unvaccinated. Here is the proof. So much for the vaccine and the #vaxpass #COVID19https://t.co/c7hnDjq3lI",,
1.47E+18,,"@glenappy @Nigel_Farage Vaccination does not prevent contamination or transmission of Covid. Even if 100% of the population were vaccinated it would not change anything the virus would still be circulating.Use your brain",,
1.47E+18,,"grin the universe puts up with only so much RtPreacher who spread vaccine lies dies after being hospitalized with Covid-19 https://t.co/k8qHmRSuCK",,
1.47E+18,,"@MaxBlumenthal Corporate owned msm lies I have had to navigate: Santaeaster bunny the sun is bad meat is bad canola oil is goodgovernments serve you Bill Gates is a philanthropist Bill Gates is an infectious disease expertCOVIDvaccine effectivenessVax adverse reactionsGot any more?",,
1.47E+18,,"Steve Kirsch: The Covid vaccine is 800 times more lethal than the most dangerous smallpox vaccine ever invented even with the changed definitions of side effects and full vaccination https://t.co/ig86hkdEIG",,
1.47E+18,,@mhdksafa Yes they were however the term vaccine is not correct in response to covid it_Ñés not a vaccine it doesn_Ñét stop infection or transmission or eradication . Polio and Smallpox vaccines do exactly that.,,
1.47E+18,,"@_1216715 @FervelLankman @malavemark @Reuters Hospitalization figures, and intensive care unit admissions, are stable and decreasing slightly in recent days. It's widely accepted the ""vaccine wall"" has driven serious illness and death figures down https://t.co/MFbqnrDrVw",,
1.47E+18,,"@mc_legner @itosettiMD_MBA Covid-19 vaccines were not designed to provide sterilizing immunity, which is why the clinical trials measured the Covid-19 vaccine_Ñés efficacy against symptomatic disease, not infection.",,
1.47E+18,,@kristatee @Sue_Innovates They are not as big on vaccine mandate in the US and that is also why some states in big trouble..  some people think COVID is an hoax until they or someone close to them contracts it.,,
1.47E+18,,"""A CRAZY MESS""!! Pfizer Whistleblower SLAMS Vaccine Trials https://t.co/7m16mADbfk via @YouTube",,
1.47E+18,,"@RWMaloneMD Hello doc Sorry if i disturbo you, i took two Pfizer jabs, last almost SIX months ago, my armi still hurts as of o took thebjab Yesterday,. I am really concearnd.... what do you suggest doing? thanks",,
1.47E+18,,@DavidFPower @afneil I've just had kidney stones for the 3rd time whilst I had covid-19. Can somebody in science please develop a kidney stone vaccine.,,
1.47E+18,,"@joe_shipman @nntaleb @ihembry @ZurNull That is when it becomes an almost undecidable problem in the case of COVID, because it might well be that subgroups of people don_Ñét benefit personally from vaccination, but their relatives do.And in principle I would not want the state to make this _ÑÉundecidable_Ñé choice_Ñ_",,
1.47E+18,,What is it that is in the Covid-19 trial vaccine that makes those who take it to be hostile to those who do not want to take it because of their personal choice?,,
1.47E+18,,"_Ñ_«ôèOn a serious note: heads up. I had my Pfizer vaccines, &amp; experienced concerns/symptoms of this that resulted in emergency ward. All is well but..._Ñ_«ôèWorld Health Organization#Health #vaccine #CovidVaccine #Covid_19 #COVID19 #Children #BoosterShots #Canada #government #heart https://t.co/7BsqtcVvGu https://t.co/nQwt7xf3Bm",,
1.47E+18,,Pro-Trump counties now have far higher COVID death rates : Shots - Health News : NPR https://t.co/iqGxVrGSDH,,
1.47E+18,,It_Ñés tempting to just wait and see. But there_Ñés one thing that_Ñés become abundantly clear over the past year: the best way to protect yourself and your family from serious COVID-related illness is for everyone who is eligible to get_Ñ_ https://t.co/IdqhqAIFDO,,
1.47E+18,,"@Earth10012 @EoinHiggins_ Well actually, the lowest covid deaths and the lowest Covid cases are in the BRONX!! Which has the lowest vaccination rates. But you_Ñére probably racist.",,
1.47E+18,,"@rocketbooker @funkadunk99 @daveoneillsf @AElsie2 @JamesHu94283365 For example: ""Heart inflammation triggered by some covid-19 vaccines has been a concern, especially in younger people, but a preliminary study suggests that in those most affected, it is 6x more likely to occur after an infection than after vaccination.""  https://t.co/y9TtdfGOQh",,
1.47E+18,,"1. Andrew Neil @afneil made clear tonight that he has had 3 jabs ( all pfizer), has seen how well vaccine passports work and appears to advocate restriction fo movement for those without... #pfizer #COVID19 #andrewneil #omicron #covidvariant https://t.co/xXcPvoeNcC",,
1.47E+18,,"@Wilkesy93 @dj_leon @theham2999 @IsabelOakeshott @StigAbell What a stupid response.Yes lots of things do result in people ending up in ICU, but catching Covid when unvaccinated is one that is avoidable at next to no cost.Plus the vaccine does reduce transmission so there's also that.",,
1.47E+18,,@DecemberrRose @RedMorningLit @garbage_citizen @AnoriandGD This sounds a bit like the reason a lot of people don't get the Covid vaccine.,,
1.47E+18,,"""Covid is a revelation... It has confirmed the sly dishonesty of political leaders, and their ultimate obeisance to corporate power. It has shown how ideology, on all sides, can mask itself with the pretend neutrality of _ÑÒscience_Ñù."" https://t.co/sqGbMxbvxd",,
1.47E+18,,"@TeresaaaE @JamesfWells @afneil Please stop spreading untruths. The truth is easy enough to find (skip to page 31 for Week 48 if you're in a hurry)https://t.co/LMOGohvP9w",,
1.47E+18,,@StigAbell The vaccinated with side effects from the vaccine are taking up beds from other sick people. So are the vaccinated who are catching Covid!,,
1.47E+18,,"Being critical of authoritarianism from your government, along with questioning the safety and efficacy of Covid vaccines or being against vaccine passports doesn_Ñét mean that you_Ñére on the far right or any other political persuasion. They_Ñére valid concerns for millions of people.",,
1.47E+18,,@24sales2U @ctdsara @BaileyAnne1717 @GovRonDeSantis @FLCaseyDeSantis I_Ñéve had 3 Pfizer vaccines and my husband had 3 Moderna. No side effects.,,
1.47E+18,,"Try government's incompetence is making inequality of health provision even greater. That is  the Tory way.https://t.co/UcT9Nvgav0",,
1.47E+18,,@emmakennytv @afneil My partner's sister has had the Covid vaccine three times and is now ill with Covid. How does this vaccine work again?,,
1.47E+18,,"@PhilsandJenn The vax manufacturers have immunity but does the government and businesses that mandated it?  If we can_Ñét hold Pfizer, Moderna, J&amp;J accountable, the least we can do it hold businesses and govt officials accountable for forcing it against peoples better judgment.",,
1.47E+18,,"@linneaharts My husband got his Pfizer booster Friday, same reaction yesterday. He's still a little tired today but much better.",,
1.47E+18,,COVID-19_ Study suggests mixing and matching vaccine boosters proves effective #COVID19 #coronavirus #CoronavirusOutbreak #Jamaica #Jamaicans #COVID19USA #DeltaVariant #MuVariant #OmicronVariant https://t.co/mZkxpexbWo,,
1.47E+18,,"@XE1000A No, they don_Ñét. 29% of South Africa is Vaccinated. Most of Africa, along with India are treating covid with Hydroxychloroquine and ivermectin. Pfizer is demanding resources like oil reserves if countries don_Ñét have the money to pay for the vaccines.",,
1.47E+18,,"@queerfinn Threaten him using one of his conspiracy theories against him like if he doesn't stop you'll slip the ""new covid vaccine pill"" into his food so he catches autism or whatever. Sidenote in case unclear there is no vaccine pill.",,
1.47E+18,,"Except for the medically fragile, kids are at far greater risk from non-COVID risks than from COVID. That was true before vaccine access, and all the more so now.Mental health and physical health are best served in a school building.",,
1.47E+18,,7/ I haven't touched vaccine certificates (e.g. https://t.co/h4fKYbbY6q) and rapid testing (e.g. see @michaelmina_lab)  because these have been discussed extensively elsewhere.,,
1.47E+18,,"Ego prevented it? Then, it's time to blame on _ÑÒO My God_Ñù virus (Omicron), and take first, second and booster COVID vaccine now. This is a best way to save your face from declining to have COVID vaccinations in the firstplace. It's seems booster helps both! https://t.co/WA5VOPdoVa",,
1.47E+18,,@TiceRichard The vaccinated with side effects from the vaccine are taking up beds from other sick people. So are the vaccinated who are catching Covid!,,
1.47E+18,,"AIDS in the vaxx ""chimerically manipulated"" using Hydra Vulgaris.""Lethal lot numbers"":Pfizer #EK9231 responsible for 3500-4000 deaths Moderna Lot #039K 20A 4000 plus deaths.  Moderna Lot# 041L20A was pulled from California but still sent to thirteen states.  Which states?",,
1.47E+18,,"Latest #COVID19 vaccination update in Kenya_ª_ç_ª__:- 87,151 daily doses administered- 7.53 million total doses administered- 8.9% first dose vaccinated- 5.33% fully vaccinatedhttps://t.co/BZbus8ORXB",,
1.47E+18,,"Government accused of weakening UK_Ñés defences against future variants and pandemics #ToryCovidDisaster https://t.co/1lDs33eh7H",,
1.47E+18,,"@BostonGlobe ""*It is an issue* relevant not just to Pfizer-BioNTech_Ñés vaccine but also to those produced by Moderna, CureVac, and others,4 as well as a _ÑÒsecond generation_Ñù mRNA vaccine being pursued by Imperial College London.5""",,
1.47E+18,,"@_InThisTogether Vietnam is a step ahead: https://t.co/UeePfeUo7c",,
1.47E+18,,@DeplorableNew @jimmy_sj_kim @wwwbighag @SusanStJames3_ Guess you missed this: Pfizer_Ñés COVID vaccine was developed before Operation Warp Speed even existed. https://t.co/mMYFJYzXHo,,
1.47E+18,,"_ªÉå_ª_‰_ª_ÓSunday Live: COVID-19 Hysteria Is A Psychological Warfare Weapon Launched By The Davos Group To Conquer Earthhttps://t.co/GgqR8RXatm",,
1.47E+18,,Trump Counties Suffer Death Wave Of COVID After GOP Attacksë_Vaccine https://t.co/s84OSxT7go,,
1.47E+18,,@ARKCOLLEGEGIRL Well I'll get a few covid tests going forward &amp; tweet my findings _ªÉ€ I'm hopeful your vaccine will lessen your symptoms at least!!,,
1.47E+18,,"@tonibaloney619 @AZDHS Also this guyhttps://t.co/XjkCKA6QB6",,
1.47E+18,,"Full day &amp; after school vaccine clinics options in #ROW Region of Wtloo.Check the link for more info &amp; to book a spot for your kids_ªê_https://t.co/1g0EhzVPNM#cbridge #GetVaccinated _ªê_ https://t.co/devZCqFEKz",,
1.47E+18,,"""The #FDA managed to consider all 329,000 pages of data and grant emergency approval of the #Pfizer vaccine within just 108 days. So it_Ñés hard to rationalize why it now needs 55 years to fully release that information to the public.""@RepRalphNorman https://t.co/kwd1ujxivj",,
1.47E+18,,Study: Risk of dying from COVID 50% higher in red states. All I can say is buh bye. https://t.co/k2MCeCtxem #DumbTrumpers #GQPDeathCult,,
1.47E+18,,"@FourthGlobalism @planner9818 @unerdocumented @SatoshiMelange @ABCFactCheck You DON'T see any of that happening form the covid vaccine. You see people LYING about that having happened, and tell the same lies yourself.",,
1.47E+18,,"@iamshack24 @EdgarAguillon16 @ProfessorAMuse @LadeBackk According to Pfizer_Ñés own data, I have a 1-59k chance of dying from the shot. According to the CDC, I have about a 1-90k chance of dying from Covid. It doesn_Ñét help the spread, so why should someone my age with my health take it?",,
1.47E+18,,"@G_Commish @Sebastian_Hols @michaelmina_lab @provistadx That_Ñés true. I haven_Ñét had any issues with the vaccine, but  I don_Ñét want to receive boosters twice a year either. People who actually caught covid probably don_Ñét need boosters. Unless there_Ñés an issue with memory cells and antibody production.",,
1.47E+18,,"#AustraliaHasFallen Exact same trick of Dan, his 'Doctors', Liberal and Labor All so Pfizer can make record profit and they make more controlhttps://t.co/0CN0YZKvo1",,
1.47E+18,,"""I got the vaccine so that I won't get COVID-19 and to help keep everybody safe."" _ÑÓ Easton#ThisIsOurShot #ThisIsTheirShot @AmerAcadPeds https://t.co/9SlUeSir3X",,
1.47E+18,,"@norathemom @cakesalie @JustinTrudeau Let's buy 10 times our population's worth of vax and give it away _ª_ÓI didn't vote for using our tax dollars to buy 200,000,000 doses for other countries so JT can look like a WEF superstarNo idea what Pfizer costs, but moderna is like 50$ a pop",,
1.47E+18,,@pfizer @Valuable500 Are you taking action for the disabilities caused by your shitty vaccine too?  Because you sure as shit should be.,,
1.47E+18,,"People who received Pfizer-BioNTech vaccines may get as much benefit from a Johnson &amp; Johnson booster shot as a Pfizer one. https://t.co/372Dlc6tjq",,
1.47E+18,,@TimRunsHisMouth Will the government be sending spies to people's homes pretending to be long lost uncles and aunts to ensure people are eating in well-ventilated spaces and have their Covid tests and/or vaccination papers?,,
1.47E+18,,"The detailed article linked to in the above one. https://t.co/WtYzjijdfF",,
1.47E+18,,"@pauschmann trudeu, the peopleking of former canada just announced the pharma is working hard at developing some stuff fot under 5, to be ready in a short few months. The guy has some good inside information profits and all, so hang in there, not long before your pfizer makes another killing",,
1.47E+18,,I would love to say this is taking care of the problem but then I remember we still have to deal with the liberals  https://t.co/L5pzrNMJhz,,
1.47E+18,,@TayOnTech Vaccine or negative Covid test,,
1.47E+18,,"@afneil When we say jabs we mean the actual real stuff.Not the placebo that 'important' people or Govt shills have been given.If you get the real stuff how will it keep those around you safe? Genune question, how will this vaccine do that?Pfizer trials 1 in 17! https://t.co/KWQLvY4GtW",,
1.47E+18,,@altNOAA I_Ñém Moderna. My kid is Pfizer.,,
1.47E+18,,"I am sick of hearing real estate, vaccine, COVID at every social gatherings. Can't people talk about their future vacations, next vehicle purchase, recent purchase/deals, dreams, silly jokes,...etc. Shxt. I realized most of us doesn't have a life.#vanre#COVID19",,
1.47E+18,,"@MaajidNawaz @LBC @Zeynelradio Proposed Covid Vaccine Research just published...looks sinister/focuses on convincing vaccine hesitant folk to comply.. it's all about the framing!!https://t.co/1G0qRFDpO3  + impact of 3 dimensions of side-effect framing on individuals' vac intentions/perceptions of vac safety",,
1.47E+18,,"@EdScribbles @blueisamazin @SarahMcCartney @RJSmyth_eu @StigAbell Wrong. I'm informed. Wake up to reality. Shit happens and history (and NOW) shows it happens in a big way - over and over and over again. It's a deception, a scam. Pfizer 2009 was a tiny sample of how the system works.",,
1.47E+18,,"@RogerWilliams43 @News4uMedia @Golden_Pup No, actually my Covid advice comes from two local doctors here in BC and one from AB. One of whom was the longest serving family practioner in the province until he spoke out publicly against the  vaccine. The other BC Dr is  Charles Hoffe. Look him up on Rumble",,
1.47E+18,,"3 Children Dead, 120 Hospitalized _ÑÓ Pfizer Vaccine Batch Suspended.  https://t.co/SPOYXOTdOW",,
1.47E+18,,"@rangermonk1 @catain_america @deAdder Well, I never got Covid and I was smack in the middle of two different outbreaks. My office had 35% of people get it, every one of them not vaccinated, the baseball team I coach similar circumstances. So, yeah, I guess I can_Ñét definitively say it was the vaccine but it_Ñés likely.",,
1.47E+18,,"115 million UK dosesIn less than a yearFrom 3 factoriesOver 100,000 a dayNot including the manufacturing of any other vaccine just covid",,
1.47E+18,,"DarwinNT police arrest three people who escaped from Howard Springs Covid quarantine facilityhttps://t.co/tAG4HSllAF#COVID19 #covid #coronavirus #omicron #lockdown #australia #pandemic #vaccine",,
1.47E+18,,"@Backup20222 @vdmandele @em26jamie @RampCapitalLLC @anourkey that was after the biontech pfizer phase 3 data came out in nov 2020, also safety and reactogenicity is determined is phases 1 and 2 (april, July) so in actuality, you're way off",,
1.47E+18,,My aunt just died of covid vaccine. She took the vaccine as requirement to get cash aid,,
1.47E+18,,@MdBreathe @pfizer It's on my mind every f****** day so I went to like an antidot website the guy was a scientist and I'm on a bunch of stuff and also I have to say taking a green clay bath I felt so much better after loading up with nutrition third day after my bath I felt great.,,
1.47E+18,,"Aussies know your rightsPfizer Will Not Give mRNA Shots To Countries Where They Face Legal Liabilities For Side Effects""Pfizer has been hesitant to go into some of the countries because of the liability problems, they don_Ñét have a liability shield."" _ª_Î_ª_Î_ª_Î_ª_Î_ª_Î_ª_Î_ª_Î_ª_Î https://t.co/yydTZAkByb",,
1.47E+18,,"@mirandadevine Corporate owned msm lies I have had to navigate: Santaeaster bunny the sun is bad meat is bad canola oil is goodgovernments serve you Bill Gates is a philanthropist Bill Gates is an infectious disease expertCOVIDvaccine effectivenessVax adverse reactionsGot any more?",,
1.47E+18,,"@PauleyPawket4 &amp; I out running errands this afternoon. On way home listening to Prime Country on XM radio she singing an old song (loudly), when it got to a high long note her voice cracked &amp; blamed it on COVID-19 Vaccine shot! I know it's not from Baker Football games! #BlessMe",,
1.47E+18,,"And both piled on J&amp;J and claimed their vaccines were better, and our government jumped in on it and then pushed Pfizer &amp; Moderna like they were flawless https://t.co/IIiDJueMU7",,
1.47E+18,,Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame https://t.co/2BDsy1dr2L,,
1.47E+18,,Most people admitted to hospital with Covid-19 are vaccinated - Full Fact https://t.co/qISgM5i9ip,,
1.47E+18,,"I got my vaccine booster (Pfizer) on Friday, and I_Ñém happy to report that I wasn_Ñét as miserably sick as I was after the previous two jabs. But still kinda nauseous for two days.  I feel weird even mentioning it though because I_Ñém so grateful.",,
1.47E+18,,"Preacher who spread vaccine lies, dies after being hospitalized with Covid 19 https://t.co/ChqlsZIEvw",,
1.47E+18,,"@Djohnson1978 @catstev @StLouisLung @strmsptr @GovParsonMO @USCourtsMOED 12) then go get the vaccine &amp; their immune response will hopefully be awesome. But, I don't understand why someone would want to take a pill or medicine to try &amp; fight Covid when you can take something that preps your own body to fight it on your own? People think vaccines weaken",,
1.47E+18,,"@afneil Np[e. Here's why: 1 - It's not a ""vaccine"" as traditionally understood i.e. does not immunise2 - Mortality from Covid 75+ yrs (+ 2 co-morbidities) = 0.02%3 Fascism is a form of absolute state control e.g. jab mandatesSo, wrong on everything old chap. #EducatingAndrew",,
1.47E+18,,"@afneil Well, after having 2 Pfizer, I won't be having any more COVID jabs.  With the Nuremberg Code being trampled all across Europe, it seems the ethical choice is to join the unvaccinated.No idea how people who have grown up in post-war Europe can be happy with what's now going on.",,
1.47E+18,,"I don't believe in brand loyalty, but I only have eyes for Pfizer Papi",,
1.47E+18,,"@CherryMcG23 @Rustybe96849965 The fact that you can name the doctors helps. There were people behind the vaccines. We don't have those kind of stories. They just tell us @pfizer @pfizer @pfizer as if it were our friend. They do the same w/the Pesticide Roundup. They want us to befriend science, not learn it.",,
1.47E+18,,"A new NPR analysis reveals that pro-Trump counties now have a higher death rate from COVID-19 than counties that voted for Joe Biden.  Mistrust and vaccine misinformation are to blame.https://t.co/NEeSkuxSut",,
1.47E+18,,"https://t.co/izYKit0vrM if you told Magat antivaxers only Democratic  Voters can get the vaccine, magats fend for yourself",,
1.47E+18,,"@connorj34282283 @Sue60013097 @SirajAHashmi @johnpavlovitz Sorry I'm not anti-vax Trump zombie (and yes, he ""made"" the vaccine, which is funny because you don't trust it even though he took it without telling you right after he had Covid...says a lot).",,
1.47E+18,,"Just like I said months ago. More vaccinated are getting and spreading covid19 a day than the unvaccinated. Here is the proof. So much for the vaccine and the #vaxpass #COVID19 https://t.co/c7hnDjq3lI",,
1.47E+18,,@afneil Perhaps you want people to play Russian roulette. No wonder Pfizer wanted to bury this for 55 years. But get your jab people. There were only 1200 + deaths reported in 3mo. That's if you don't count the spontaneous abortions.,,
1.47E+18,,@razibkhan My parents got Sinopharm for the first two shots and Pfizer for the booster in Pakistan.,,
1.47E+18,,"@afneil Taking away basic freedoms is not 'encouraging' people to have vaccine.Passports are dumb. They allow jabbed people with covid to do what they want",,
1.47E+18,,"Breaking News Click On The Below Link And Read: J.&amp;J. booster works well for people who had Pfizer originally, study finds. https://t.co/Ne2Ep3TA0E",,
1.47E+18,,"@3N717Y7 @kylenabecker Basically it_Ñés a question if a) the variant can produce long Covid; b) if so, how often it can; and c) how much would vaccination reduce risk and severity of long Covid. Mildness of infection doesn_Ñét historically = lack of severe long Covid. https://t.co/lPz9i6Ho3K",,
1.47E+18,,"Latest #COVID19 vaccination update in Angola_ª___ª_â:- 102,644 daily doses administered- 9.85 million total doses administered- 19.96% first dose vaccinated- 9.05% fully vaccinatedhttps://t.co/BZbus8ORXB",,
1.47E+18,,"&lt; suffer serious or longlasting complications from Covid than from any vaccine, even if you're 'young and healthy'.It would be like if someone ran up and offered you a tranquilliser gun to help protect against a dangerous tiger in the area.""But what if it doesn't knock out &gt;",,
1.47E+18,,"@PFlat2 Optometry treatments almost always work. They cannot fathom that so much of medicine, especially when it comes to immune, digestive and neurological fn, has so little clue. To question Pfizer et al, is to attack the tribe they want to be part of.",,
1.47E+18,,"FDA clears Pfizer's coronavirus vaccine for young kids, moving US to next stage of rollout https://t.co/QQfy0tH9ck https://t.co/8kpWshkEAe",,
1.47E+18,,"@Chris_RA50 @StigAbell Why is it all the people with the blue hearts and FBPEDRTG blah blah blah are clinically stupid_Ñ_.https://t.co/vVSm8UXcDi",,
1.47E+18,,@petedjackson @C05percent @RayUngerer Shocking isn't it. Did you know the vaccine makes you gay? https://t.co/nCf0knaISq,,
1.47E+18,,"Covid: figures reveal vaccine lottery for children in England South-east is the only region where at least half of 12- to 15-year-olds have been vaccinated#ToryCovidDisaster https://t.co/6QuNMHu51K",,
1.47E+18,,"@jarvis_best Corporate owned msm lies I have had to navigate: Santaeaster bunny the sun is bad meat is bad canola oil is goodgovernments serve you Bill Gates is a philanthropist Bill Gates is an infectious disease expertCOVIDvaccine effectivenessVax adverse reactionsGot any more?",,
1.47E+18,,"@healthgovau Nothin' about covid said by any government has been true.  the false death rate, false info on deadliness,  wrong about vaccine effectiveness, so-called short-term emergency measures. get fucked cunts",,
1.47E+18,,"@tamarafurey @Madbastard12 @JordsV @_davidlimbrick I can see you are motivated with good intentions. It would be wonderful if what you said was true. Please find extract from (ATAGI)Clinical guidance on use of COVID-19 vaccine in AustraliaA phase II/III trial of Comirnaty is ongoing. Similar for Vaxzevria &amp; Spikevax. https://t.co/xB44Fppatx",,
1.47E+18,,Riddle me this if vaccine passports work why are covid cases spiking? All vaccine passports are doing is leading to more civil unrest and resistance.,,
1.47E+18,,"@JaneTimkenOH _ÑÒ for the good of Ohioans _ÑÒhttps://t.co/6x3g9JLKFl",,
1.47E+18,,@premnsikka @ElizabethOddon1 Overall the Pfizer vaccine is quite cheap. That explains why they want to inject many times and in the shortest time possible.More  dosh for Pfizer.,,
1.47E+18,,"@LCI Estimated Primary Completion Date : July 23, 2024   (Final data collection date for primary outcome measure)  =&gt; https://t.co/NozEKFQx4g (Pfizer)",,
1.47E+18,,"The Philippines may increase its COVID-19 immunity vaccination target from 70 percent to 100 percent of the country's population to prevent community transmission of emerging coronavirus variants, a Department of Health (DOH) official said.Read it here: https://t.co/lBovzMGkSM https://t.co/KjFZNsKoMp",,
1.47E+18,,"Thank you for sharing of information throughout. I have 2x AZ, 1x Pfizer, no side effects. But lost my husband to this virus. With  OV why don't we know from SA more about  transmissibikity, seriousness of the illness and what we can expect. Is info being shared?? https://t.co/hLu91PtO7V",,
